id,title_id,subtype_id,glyphe1_id,glyphe2_id,glyph3_id,glyph4_id,glyph_sup1_id,glyph_sup2_id,alloy_id,rarity_id,max_number,legend_id,character_id,name,description,comment,shop,boat_id,price,personalization
163,,10,49,,,,,,,1,,,,Serres de trépas,"Griffes constituées de mithril teinté de noir, courbes et effilées, pouvant trancher ou crocheter une plaie. Les gants sur lesquels elles sont installées sont de cuir de Nyn-Tiamat, brossé et lustré. L’intérieur des griffes est feuilleté et traité, l’extérieur est laqué. Les glyphes sont installés sur l’intérieur des gants.",,Boutique des objets communs,,350,0
164,,9,,,,,,,,1,,,,Flèches,"Les projectiles (flèches, carreaux, etc.) normaux n'ont pas besoin d'être achetés, dès lors que vous avez une arme de trait correspondante. Sauf si vous souhaitez ajouter une personnalisation ou un glyphe à vos projectiles.",,Boutique des essentiels,,0,0
165,,9,,,,,,,,1,,,,Carreaux,"Les projectiles (flèches, carreaux, etc.) normaux n'ont pas besoin d'être achetés, dès lors que vous avez une arme de trait correspondante. Sauf si vous souhaitez ajouter une personnalisation ou un glyphe à vos projectiles.",,Boutique des essentiels,,0,0
166,,6,238,305,,,,,,1,,,,Croc du Léviathan,"Fouet à sept queues, chacune dispose à son extrémité d’une tête de léviathan en métal, disposant d’un système pour être actionnée mécaniquement. Les têtes sont faites de mithril, tandis que le corps est fait de cuir marin. Il est classiquement de couleur bleu sombre mais peut également être teint en noir, gris ou vert.",,Boutique des objets communs,,150,0
167,,6,306,,,,,,,1,,,,Fouet-basilic,"L’arme est un ensemble de petits maillons métalliques pointus, connectés entre eux, très utiles pour lacérer un ennemi récalcitrant. D’une étonnante longueur, l’aspect de l’arme rappelle un grand serpent. Le manche est cependant la réelle trouvaille de l’arme : doté d’améliorations technologiques almaréennes, celui-ci dispose de mécanismes simples d’accès pour rétracter et élargir le fouet en une ou deux pressions. Celui-ci peut même être rétracté jusqu’à faire disparaître complètement l’arme, pour ne laisser que le manche.",,Boutique des objets communs,,200,0
168,,6,126,,,,,,,1,,,,Langue tranchante,"Fouet fait d’un cuir très résistant, traité pour être difficile à trancher. Son manche est fait de mithril sombre, parfois filigrané. La forme du manche est laissée à l’appréciation de l’acheteur. Le bout du fouet est muni d’une lame de mithril.",,Boutique des objets communs,,500,0
169,,6,307,308,,,,,,1,,,,Tentacules épineux,Fouet constitué de neuf lanières de cuir résistant renforcées tout du long de fines lamelles de mithril acérées formant des épines. Son manche est constitué d’un bois d’ébène enrubanné de cuir noir pour une prise ferme.,,Boutique des objets communs,,600,0
170,,6,56,58,,,,,,1,,,,Reedh ko moden - Courber l'échine,"Fouet composé de vertèbres vampiriques depuis les lombaires jusqu'aux cervicales plus fines sur l'extrémité, chacune d'elle est traitée pour être impossible à briser. Les arrêtes osseuses les plus larges sont limées pour devenir cruelles et tranchantes tandis que les plus fines sont ferrées de mithril clair, gravé de nombreuses runes graärh, afin de les renforcer. Son manche est taillé directement dans la vertèbre pelvienne, puis enrubanné d'un cuir si finement tanné qu'il semble aussi doux et opaque que de la tulle, il s'agit toutefois de la peau du vampire.",,Boutique des objets communs,,650,0
171,,8,309,,,,,,,1,,,,Bouclier animé,"Bouclier en orichalque, de forme ronde ou triangulaire. Il est de couleur sombre, sauf les trois sculptures de serpents qui se lovent en son centre, partant du coeur pour se déployer en un cercle serré. Les bords sont gravés de superbes scènes de batailles imaginaires ou de traques de dragons. L’intérieur est d’un vert sombre, presque noir, et l’attache est en cuir de vampire.",,Boutique des objets communs,,200,0
172,,8,310,,,,,,,1,,,,Bouclier réflectif,"Bouclier en mithril qui a été poli à l’extrême et traité afin d’avoir une surface très brillante. Au centre de celle-ci est incrusté un disque de verre, de diamant ou d’or, au choix de l’acheteur. La surface intérieure est noire, renforcée en plusieurs couches damasquinées et rivetées. L’attache est faite de cuir renforcé avec une laque spécifique.",,Boutique des objets communs,,300,0
173,,8,311,312,,,,,,1,,,,Bouclier almaréen,"Grand bouclier en iridium, circulaire, recouvert d’un métal très résistant à la chaleur, portant des gravures almaréennes à la gloire de Néant. En son centre un disque de verre noir, qui, même s’il a perdu ses pouvoirs, rappelle des souvenirs qui font froid dans le dos. L’intérieur est d’un bleu sombre, comme une nuit clémente, et l’attache est en cuir de dragon.",,Boutique des objets communs,,500,0
174,,8,68,110,,,,,,1,,,,Bouclier léger,"Bouclier en bambou en forme d’amande, pointu vers le bas. Peint selon les goûts et la faction du porteur, il est très léger et peut être facilement transporté. Il est renforcé à l’intérieur de cuir bouilli, permettant ainsi de se protéger de tirs de flèches. L’attache est en cuir souple. Ce type de bouclier a été principalement produit lors des grandes guerres sur Ambarhùna pour protéger les non-combattants et les enfants dans leur fuite.",,Boutique des objets communs,,500,0
175,,8,160,77,,,,,,1,,,,Bouclier de gloire,"Grand bouclier en platine en forme d’amande, pointu vers le bas pour être planté dans le sol, capable de couvrir aisément un homme entier en position de défense. Teint en rouge, il est bordé de renforts métalliques rivetés, soigneusement sculptés de motifs effrayants, promettant la mort aux ennemis du porteur. L’intérieur est d’un rouge carmin, comme le sang, et l’attache est en cuir souple.",,Boutique des objets communs,,700,0
176,,11,68,,,,,,,1,,,,Armure d'archer,"Armure en cuir très fin, permettant une bonne mobilité de son porteur, qui a été spécialement conçue pour des archers. Les avant-bras sont plus épais pour protéger de la corde de l'arc ou de l'arbalète. D'une teinte claire et souvent brune, sa délicatesse permet de sertir l'objet de gravures et de broderies, le rendant particulièrement esthétique.",,Boutique des objets communs,,200,0
177,,11,66,,,,,,,1,,,,Armure du dompteur,"Armure en cuir souple mais renforcée au niveau des gants, bras et parties vitales du corps, afin de protéger le corps des morsures et griffures animales. Utilisée principalement par les dompteurs d'animaux, elle est noire et sanglée au corps soigneusement.",,Boutique des objets communs,,250,0
178,,11,30,,,,,,,1,,,,Peau de caméléon,"Armure en cuir de caméléon géant, renforcé par un traitement spécifique. Sa couleur d’origine est un vert profond moucheté de brun, bleu et violet. Néanmoins l’armure peut être teintée. Lissée, sa surface est douce et sans accroc. Elle est adaptée pour ne pas gêner les mouvements selon la morphologie du porteur.",,Boutique des objets communs,,300,0
179,,11,100,,,,,,,1,,,,Mailles supérieures,"Armure de mailles de mithril brillantes, renforcées au plastron et à la taille. Les pièces sont fermées par des bandes de cuir blanches ou bleues. Les mailles sont faites pour s’adapter à la morphologie de l’acheteur. L’armure porte ses glyphes sur l’intérieur renforcé par du cuir.",,Boutique des objets communs,,450,0
180,,11,184,,,,,,,1,,,,Tunique Roséenne,"Armure en tissu, adaptée à la morphologie du porteur, de couleur claire et chamarrée, et parfois soulignée de fils magiques. Le tissu utilisé est très léger, pour ne pas alourdir le corps, comme les anciennes étoffes elfiques. Très douce et soyeuse, l’armure chatoie dans la lumière du soleil. Le sceau du porteur est brodé sur le coeur.",,Boutique des objets communs,,450,0
181,,11,313,314,,,,,,1,,,,Armure d’espionnage,"Armure de tissu et de cuir sombres, très légère et près du corps. Les matériaux sont élastiques pour être presque collés à la peau, avec très peu de fioritures outre le strict nécessaire. Très appréciée des espions ou de ceux qui aiment, en silence, se déplacer dans l’ombre.",,Boutique des objets communs,,500,0
182,,11,153,,,,,,,1,,,,Ensemble du gecko,"Armure de cuir d’un vert émeraude, profond et intense, ou d’un noir huileux. Renforcé par un vernis, il possède une épaisseur supplémentaire aux gants et aux jambes. Des lanières viennent enserrer la taille pour gainer le plastron. La surface possède des motifs naturels conservés, qui ne se voient que dans les jeux de lumière.",,Boutique des objets communs,,500,0
183,,11,162,35,,,,,,1,,,,Voile des nuées,"Armure composée d’une base de tissu sur laquelle sont cousues des plumes par centaine. Son drapé tombe élégamment sur les hanches et autour des hanches. Semi-transparentes, ces voiles sont d’une extrême légèreté. Des broderies ornent ses différents pans, faits d’un fil délicat et irisé. Des bandes de cuir blanches légères les retiennent ensemble.",,Boutique des objets communs,,800,0
184,,12,245,,,,,,,1,,,,Armure patriote,"Armure de mailles aux reflets cuivrés, renforcée par un cuir clair et robuste, y compris à l’intérieur de l’armure. Ces armures sont gravées du blason de la faction, ethnie ou famille à laquelle le porteur appartient, agrémenté de moulures particulièrement saisissantes, destinées à faire comprendre aux autres qu’avec vous, la patrie, c’est sacré, et qu’il ne vaut mieux pas vous chatouiller sur le sujet.",,Boutique des objets communs,,400,0
185,,12,116,,,,,,,1,,,,Cotte de Jouvence,"Armure de mailles à la couleur bleue, renforcée par du cuir brossé. Les sangles sont de cuir blanc et l’intérieur de cuir brun. Chaque maille possède un poinçon correspondant au sceau du forgeron qui a créé l’armure. Il est ainsi possible de trouver qui est à l’origine de chaque pièce.",,Boutique des objets communs,,600,0
186,,12,107,,,,,,,1,,,,Cotte de l’Armada,"Armure de mailles à la couleur blanche ou grise, renforcée par du cuir noir. Les sangles sont de cuir noir et l’intérieur de cuir brun. Le sceau du forgeron peut se retrouver à l’arrière de la dernière ligne de mailles. Une bande de tissu est passée sur les mailles de l’épaule droite, et la couleur de cette bande de tissu indique à quelle unité de l’Armada appartenait le forgeron ou l’armure.",,Boutique des objets communs,,600,0
187,,13,315,,,,,,,1,,,,Aura Statique,"Armure constituée de plaques lourdes en adamantium blanc, sur un support de cuir clouté. Les plaques sont ajustées pour que les mouvements restent fluides. La surface est traitée afin de rester brillante. On l’associe parfois à des plaques de mithril pour l’alléger un peu.",,Boutique des objets communs,,200,0
188,,13,110,,,,,,,1,,,,Carapace étourdissante,"Armure constituée de morceaux de carapaces de Karapt et de mithril riveté avec des accroches en adamantium. Verte et noire, elle luit sombrement au soleil. Sa surface est entièrement ciselée de motifs au choix du porteur. L’intérieur est fait de cuir brun, avec des rajouts de fourrure aux épaules et aux points majeurs de pression, pour la rendre plus confortable.",,Boutique des objets communs,,300,0
189,,13,48,,,,,,,1,,,,Coque d’horreur,"Armure constituée d’un mélange de plaques d’orichalque et de mithril, sur un support de cuir clouté. La teinte est noire ou d’un bleu ou d’un rouge sombre. Les plaques sont mobiles grâce à un système de sangles. Sa surface est gravée de motifs sinistres et effrayants. Elle peut également être accompagnée de fourrure au col.",,Boutique des objets communs,,300,0
190,,13,316,317,,,,,,1,,,,Armure-forteresse,"Armure constituée de plaques d'iridium et d'acier, réputées pour leur capacité de blindage. Ces matériaux rendent particulièrement lourde la protection, mais celle-ci est capable d'encaisser beaucoup avant de céder. D’une teinte métallique sombre, son apparence témoigne de son excellente robustesse.",,Boutique des objets communs,,800,0
191,,14,98,,,,,,,1,,,,Casque de sérénité,"Casque en cuivre aux teintes crépusculaires en forme de demi-sphère, qu’on peut attacher sous le menton grâce à une sangle de cuir. Il est agrémenté de gravures représentant des scènes de combats épiques.",,Boutique des objets communs,,120,0
192,,14,48,57,,,,,,1,,,,Heaume de terreur,"Heaume cylindrique en fer disposant d’un masque facial mobile, il est particulièrement lourd et donc porté uniquement en combat. Sa face est gravée en un visage particulièrement terrifiant et vindicatif.",,Boutique des objets communs,,450,0
193,,15,63,,,,,,,1,,,,Vigilantes,"Protections d’avant-bras en palladium, sculptées selon la volonté de l’acheteur. De couleurs claires (blanc ou bleu ou vert), réparties entre le contour d’une première couleur, et le centre d’une seconde, ou laissées nues.",,Boutique des objets communs,,200,0
194,,15,153,,,,,,,1,,,,Prestes,"Protections d’avant-bras en orichalque, sculptées ou gravées selon la volonté de l’acheteur. De couleurs sombres (brun, noir, gris, rouge), réparties entre le contour d’une première couleur, le centre d’une seconde, et le liseret d’une troisième. La teinte n’est pas obligatoire. Les plaques sont ajustées et permettent une grande amplitude de mouvement.",,Boutique des objets communs,,550,0
195,,16,35,,,,,,,1,,,,Grèves de mobilité,"Paire de protections de jambes en cuir souple, sanglées avec soin pour ne pas gêner les mouvements du porteur. De couleur brune, elles peuvent être vernies par la suite pour satisfaire les goûts ou la faction du combattant.",,Boutique des objets communs,,120,0
196,,16,318,,,,,,,1,,,,Grèves de Fenrisúlfr laineux,"Paire de protège-tibia faite à partir de cuir de Fenrisúlfr, surmontée par une toison de rhinocéros laineux.",,Boutique des objets communs,,350,0
197,,17,4,,,,,,,1,,,,Tenue hivernale,"Vêtement fabriqué à partir de laine de chèvre (cachemire), tissée de façon serrée pour rendre le tissu très doux et chaud. Le col est fourni d’une fourrure, souvent grise, reposant jusque sur les épaules. Le cachemire est brodé de motifs liés à la nature, comme pour chasser l’hiver.",,Boutique des objets communs,,70,0
198,,17,106,,,,,,,1,,,,Robe rêvée,"Au repos, elle est simplement blanche, faite d’une soie douce et lisse, brillante, sans aucune broderie, sans recherche, d’une coupe simple. Elle possède des manches évasées flottantes, un tomber simple sans jupon, et un col sage. Les glyphes sont inscrits dans les bordures intérieures du col ou des manches.",,Boutique des objets communs,,100,0
199,,17,319,,,,,,,1,,,,Voiles de la phalène,"Vêtement composé d’une tunique sur-mesure de couleur blanche, crème ou grise, brodée de fils d’or, d’un drapé couvrant les jambes composé de plusieurs voiles arachnéens et irisés et de longues manches souples et diaphanes retenues sur le haut des bras par deux cercles d’or. La ceinture est également constituée de plaques dorées et sculptées. Le col est un v serré et brodé de glyphes délicats.",,Boutique des objets communs,,100,0
200,,17,320,,,,,,,1,,,,Drapés de l’allégorie,"Vêtement composé de voiles noués les uns aux autres, retenus par des boucles d’argent, des fibules sculptées et des lanières ornées de perles et de coquillages. La robe/tunique centrale est d’une seule pièce, ajustée ensuite sur-mesure pour chaque acheteur par des voiles supplémentaires et des bijoux au goût de celui qui la portera. Le vêtement est inspiré des anciennes parures de bal althaïennes, avec des couleurs moirées, chatoyantes et colorées.",,Boutique des objets communs,,150,0
201,,17,321,,,,,,,1,,,,Parure chatoyante,"Le vêtement est constitué d’une première veste en tissu souple de couleur crème, d’une seconde de couleur verte et bleu, puis d’une troisième, plus rigide, de couleur rouge. Par-dessus est placée une veste souple de cuir caprin, brossé et teinté en rouge sombre ou en bleu sombre, gravé de figures animales et végétales. Les manches sont brodées et décorées de perles de bois parfumées, longues et serrées. Les longs pans de tissu du drapé inférieur possèdent de très nombreux coloris, du ocre au orange, en passant par l’azur, le vert, le rouge et le blanc. Une ceinture constituée de tissu et d’une bande de cuir ornés ferme l’ensemble au niveau du torse. Dans le dos sont cousus des ornements de perles et de bronze.",,Boutique des objets communs,,150,0
202,,17,322,,,,,,,1,,,,Parure de la fête des esprits,"Costume complet qui illustre un Esprit-Lié par ses couleurs ou sa construction. Il est coloré, travaillé et souvent psychédélique dans ses décorations. Il est souvent accompagné d’un masque ressemblant à l’Esprit-Lié honoré.",,Boutique des objets communs,,150,0
203,,17,323,,,,,,,1,,,,Pélisse de lion,"Le vêtement est composé d’une chemise de lin couleur d’ambre, d’une chemise de cuir ocre brossé gravé de glyphes, toutes deux sans manches. Le pantalon est de tissu, à renforcement de cuir sur l’intérieur des cuisses. Les bottes sont montantes, à laçage. Toutes deux de couleur noire. La ceinture à boucles et à lanières multiples mêle cuir, bronze, cuivre et tissu. Par-dessus, une pelisse de lion a été placée, avec la tête sur une épaule, la peau drapant l’autre épaule et le dos jusqu’aux genoux. La peau est maintenue en place par une boucle de bronze sculptée.",,Boutique des objets communs,,200,0
204,,17,324,,,,,,,1,,,,Voiles d’acier,"Robe unisexe, composée d’un bustier cintré coloré et renforcé par du cuir sombre et de multiples drapés tombant. Les manches sont amples, le col classique et la taille est serrée d’une ceinture de cuir à boucle unique. Sur cette ceinture se trouvent sanglés des fanions, rubans et foulards en grand nombre. Les bordures des drapés, des rubans, des fanions, des foulards et des manches sont ornées de lames courtes et tranchantes.",,Boutique des objets communs,,200,0
205,,17,325,,,,,,,1,,,,Coule,"Vêtement à capuchon souvent porté par des religieux, tombant jusqu’aux pieds et noué à la taille par une corde en preuve de leur piété et de leur ferveur croyante. La capuche est doublée d’un tissu doux. La couleur de la coule peut varier selon le culte mais elle est souvent noire.",,Boutique des objets communs,,300,0
206,,17,326,,,,,,,1,,,,Peau du ver,"Vêtement constitué d’une chemise de cuir semi-transparent d’une couleur blanc rosé, aux manches serrées et courtes, d’un pantalon long serré, d’une ceinture ornée et d’un col montant renforcé. Le cuir souple s’adapte parfaitement aux mouvements de son porteur.",,Boutique des objets communs,,300,0
207,,17,101,327,,,,,,1,,,,Robe animée,"Robe de couleur vive (au choix à l’achat) avec des broderies aux manches, au col et dans le drapé, faites de fils très délicats et brillants. Le drapé est ample et fourni, la taille est serrée par une ceinture de tissu. Elle porte souvent ses glyphes sur l’intérieur de la ceinture. Parfois, on lui ajoute également des volants sur la traîne arrière, comme des ailes diaphanes.",,Boutique des objets communs,,300,0
208,,17,328,,,,,,,1,,,,Ruse pirate,"Vêtement composé d’une chemise cintrée en tissu aux bords renforcés de cuir, couleur bleu et beige, d’un pantalon serré lacé de cuir et de belles manches de tissu. Ces manches sont complètement glyphées et brodées de fils de lin teinté. Le col est classique et évasé, et le tout est complété par une ceinture lourde à multiples boucles.",,Boutique des objets communs,,300,0
209,,17,112,,,,,,,1,,,,Robe/Tunique Diaphane,"Robe ou Tunique longue, aux manches et à la taille cintrées, et au col sage mais gracieux. Faite de soie naturelle couleur tourterelle, elle est légère et semi-transparente sur les pans les plus longs. Ses glyphes sont brodés sur chaque manche.",,Boutique des objets communs,,350,0
210,,17,329,,,,,,,1,,,,Danse du serpent,"Vêtement constitué d’une chemise de tissu de soie, couleur vert tendre, d’un veston en cuir écailleux vieil or/ambré et vert brillant, de longues manches de soie verte et d’une protection extérieure en cuir près du corps, puis d’un ensemble de mailles d’écailles serpentines filées. Le pantalon est cintré et orné de drapés délicats en soie brodée chatoyante. Des gants de tissu vert accompagnent l’ensemble, ainsi qu’un baudrier de tissu renforcé de cuir.",,Boutique des objets communs,,400,0
211,,17,330,,,,,,,1,,,,Cerf-Volant,"Vêtement constitué d’une fibre végétale extrêmement souple et capable de subir une grande tension. Elle est tressée après avoir été traitée et filée. De couleur brune ou ocre, la fibre forme un ensemble composé d’une chemise cintrée à manches longues et aux gants intégrés, d’un pantalon cintré et d’un haut col protecteur. Sous les bras et sur les articulations des jambes, sont tendues des surfaces de tissu triangulaires traitées pour être très résistantes.",,Boutique des objets communs,,500,0
212,,17,245,248,,,,,,1,,,,Tabard unificateur,Surcot que l’on revêt par dessus une armure pour afficher le blason de sa famille ou de sa faction. On peut le trouver de couleur différente en fonction de l'allégeance et les armoiries sont brodées en fils d’or ou d’argent.,,Boutique des objets communs,,600,0
213,,17,331,,,,,,,1,,,,Voiles des bénis,"Vêtement constitué d’une chemise blanche et or légère serrant le torse, d’un pagne long tombant jusqu’à terre d’une couleur verte profonde et d’un liseret extérieur doré, avec un glyphe central sur le tissu à la couleur blanche. Les deux pièces de tissu sont scellées en place par une large gaine formant une ceinture en cuir sculpté et orné de nombreux bijoux. Les épaules sont laissées nues mais ornées de lanières de cuir tombant le long des flancs et ornées de plumes dorées et de cercles d’or et d’ivoire. Des sandales montantes en cuir doré servent pour la marche.",,Boutique des objets communs,,800,0
214,,18,4,,,,,,,1,,,,Cape Roséenne,"Cape classique, en fibre végétale tressée avec de la soie de vers, d’une couleur souvent blanche ou claire. Le tressage est en rond, les mailles souples et légères. Elle est traitée avec une eau pure et un peu de magie. Elle peut disposer d’une capuche, en général ample et large, dans le style de la ville d’Ipsë Rosea.",,Boutique des objets communs,,75,0
215,,18,75,,,,,,,1,,,,Cape forestière,"Cape classique de couleur verte ou brune, disposant d’une capuche souple et serrée, et d’un laçage pour la fermeture. Le tressage est robuste mais peu délicat et la cape est renforcée de cuir. La capuche peut également être retirée au profit de manches, ou la cape peut posséder les deux. Elle n’est pas brodée.",,Boutique des objets communs,,170,0
216,,18,332,,,,,,,1,,,,Cape-Armure,"Cape longue et de couleur claire, au reflet lustré et miroitant. Elle peut disposer d’une capuche si l’acheteur le désire. Son drapé est brodé avec sobriété aux bordures. Il est possible de s’enrouler complètement dedans. Son tressage est complexe sans toutefois que cela se remarque au premier coup d’oeil.",,Boutique des objets communs,,200,0
217,,18,183,,,,,,,1,,,,Cape du mont,"Cape longue dans laquelle il est possible de s’enrouler entièrement, elle est de couleur claire, blanche ou bleu pastel, avec une grande capuche disposant de lacets pour la fermeture. L’entièreté de la cape est doublée de fourrure d’hermine pour tenir chaud. Son tressage est très raffiné, mais robuste, et les bordures et doublures sont renforcées de cuir blanc.",,Boutique des objets communs,,250,0
218,,18,28,29,,,,,,1,,,,Manteau de dissimulation,Manteau ample fait d’un tissu vaporeux et délicat d’un bleu gris semblable à de la brume. Il est taillé avec élégance pour souligner la silhouette du porteur et tomber jusqu’aux pieds. Il a une large capuche.,,Boutique des objets communs,,350,0
219,,18,333,,,,,,,1,,,,Cape du brasier,"Cape longue dans laquelle il est possible de s’enrouler complètement. Elle dispose d’un tressage simple en points carrés, serrés, et a été traitée avec un produit naturel spécifique. D’une couleur sombre, souvent un beau rouge, elle peut être brodée de cuivre ou d’or selon l’acheteur. Elle a tendance à être assez lourde.",,Boutique des objets communs,,420,0
220,,18,112,86,,,,,,1,,,,Cape de l’océan,"Cape de couleur bleu sombre et au tressage efficace en croix, avec un renfort de fibres de cuir. Elle est large, pour pouvoir s’enrouler dedans, et dispose d’une grande capuche. Elle peut également avoir des manches. L’étoffe peut souvent paraître lourde et humide au toucher, comme si elle était mouillée en permanence.",,Boutique des objets communs,,600,0
221,,19,84,,,,,,,1,,,,Gants de gala,"Gants en dentelle fine et blanche pour ces dames qui désirent agrémenter leur tenue d’un accessoire raffiné pour leurs mains. Ils peuvent, au choix, soit s’arrêter aux poignets, soit monter jusqu’aux coudes. Ils sont d’excellente facture.",,Boutique des objets communs,,75,0
222,,19,129,,,,,,,1,,,,Gants de guérisseur,"Gants complets, remontant solidement sur les poignets, souples afin de ne pas gêner les mouvements et épousant au mieux la forme des doigts de l’acheteur. Ils sont faits de cuir imperméabilisé et ont en général une couleur sombre, afin que la majorité des taches ne puissent pas trop se voir.",,Boutique des objets communs,,200,0
223,,19,334,,,,,,,1,,,,Gant passe-passe,"Gant de cuir d’aspect simple de prime abord, assez souple, de couleur brun sombre, remontant sur les poignets.",,Boutique des objets communs,,200,0
224,,19,158,335,,,,,,1,,,,Gants de la catin,"Originaire d'Athgalan, très utilisée par les prostitués sous le joug du capitaine des catins, cette paire de gants souples, de couleur rouge vermeille et d'aspect parfaitement chic, est faite à partir de cuir d'agneau. Le tissu utilisé pour coudre les différentes pièces de cuir ensemble est gemmé.",,Boutique des objets communs,,650,0
225,,19,131,336,,,,,,1,,,,Gants de l'assassin,"Originaire d'Athgalan, très utilisée par les assassins sous le joug du capitaine des assassins, cette paire de gants souples, de couleur aile de corbeau et d'aspect parfaitement banal, est faite à partir de cuir d'agneau. Le tissu utilisé pour coudre les différentes pièces de cuir ensemble est imprégné de ténèbres.",,Boutique des objets communs,,650,0
226,,19,174,337,,,,,,1,,,,Gants du gredin,"Originaire d'Athgalan, très utilisée par les voleurs sous le joug du capitaine des gredins, cette paire de gants souples, de couleur bleu nuit et d'aspect parfaitement banal, est faite à partir de cuir d'agneau. Le tissu utilisé pour coudre les différentes pièces de cuir ensemble est imprégné de ténèbres.",,Boutique des objets communs,,650,0
227,,19,153,69,,,,,,1,,,,Gants de dextérité,"Gants de cuir souple et brun longuement travaillé à la main par un maroquinier, taillés sur mesure, pour s’adapter à la morphologie de son porteur. Il est possible de les teindre d’un autre couleur, selon le désir de l’acheteur. Ils sont fabriqués par un artisan caladonien qui a tendance à faire payer plus cher ses fabrications qu’il ne le devrait. On trouve son poinçon taillé dans le cuir.",,Boutique des objets communs,,800,0
228,,20,338,,,,,,,1,,,,Foulard du marin,"Foulard en lin azuré et blanc, brodé avec des lacets de cuir. Il fait un mètre, de sorte à pouvoir également cacher le visage et les cheveux du porteur au besoin.",,Boutique des objets communs,,75,0
229,,20,339,,,,,,,1,,,,Coiffe stymphale,"Coiffe tribale magnifique, formée de lanières de cuir tressées et gravées, ornées de perles de bois parfumées, de perles marines, de plumes colorées et de petits bijoux d’os. Les lanières sont nouées dans les cheveux et fermées par des rubans de tissu colorés.",,Boutique des objets communs,,100,0
230,,20,340,,,,,,,1,,,,Elegance mortelle,"Foulard délicat en soie, d’une teinte chatoyante et brillante, très vive, brodé délicatement dans un rappel de l’art elfique et althaïen.",,Boutique des objets communs,,100,0
231,,20,341,,,,,,,1,,,,Fourrure fou-rire,"Magnifique pelisse en poils d’hermine, pouvant former un col ou un drapé sur les épaules, et même une partie du dos. Fermée par une fibule en argent délicate. Elle semble briller par instant.",,Boutique des objets communs,,100,0
232,,20,147,,,,,,,1,,,,Châle des murmures,Châle (pour les femmes) ou foulard (pour les hommes) en soie blanche striée de fils d'or serpentant tout du long.,,Boutique des objets communs,,125,0
233,,20,181,,,,,,,1,,,,Châle des secrets,Châle (pour les femmes) ou foulard (pour les hommes) en soie noire striée de fils argentés serpentant tout du long.,,Boutique des objets communs,,250,0
234,,20,342,343,,,,,,1,,,,Langue sanglante,"Foulard en soie, délicat et magnifique, composé de deux pans de tissu, un rouge écarlate vibrant brodé de blanc et un blanc irisé brodé de rouge. Le contact est très doux et soyeux. Les glyphes sont ajoutés dans la doublure. Les broderies du pan rouge sont une prière ancienne à l’Esprit-Lié de la sangsue, les broderies du pan blanc sont une prière ancienne à l’Esprit-Lié du colibri.",,Boutique des objets communs,,500,0
235,,21,250,,,,,,,1,,,,Bottes du voleur,"Hautes bottes ténébreuses présentant un laçage très serré pour maintenir les chausses en place. Elles disposent d’une semelle molle, spécialement conçue pour faire le moins de bruit possible.",,Boutique des objets communs,,110,0
236,,21,344,,,,,,,1,,,,Escarpin confortables,"Magnifiques escarpins, dessinés selon les derniers goûts à la mode au sein de la noblesse, c’est à dire avec beaucoup de dorures et de froufrous, rehaussés de talons hauts qui allongent élégamment la silhouette. Le modèle est très prisé par la Cour et pour cause ! Ils sont aussi confortables que des pantoufles ! ",,Boutique des objets communs,,120,0
237,,21,35,,,,,,,1,,,,Chausses ailées,"Hautes bottes à la couleur pastelle et au laçage de cuir beige solide. Elles disposent d’une semelle renforcée et d’une boucle pour chaque laçage, faite en mithril simple. Sur chaque flanc de chaque botte sont gravées des ailes.",,Boutique des objets communs,,150,0
238,,21,78,,,,,,,1,,,,Mocassins “le-pied-sûr”,"Chaussures pour homme ou femme, de cuir ciré avec soin ou simplement brossé et naturel selon le choix de l’acheteur. La semelle en cuir est renforcée mais reste assez souple, ce qui en fait une excellente chaussure de ville.",,Boutique des objets communs,,150,0
239,,21,345,,,,,,,1,,,,Sandales du pèlerin,"Chaussures de cuir, ayant une épaisse semelle très confortable destinée à rendre les longues marches de pèlerinage moins douloureuses pour les pieds. Les sangles de cuir sont souvent brunes et gravées de prières adaptées au culte du porteur.",,Boutique des objets communs,,150,0
240,,21,346,,,,,,,1,,,,Bottes d’équitation,"Hautes bottes brunes, nouées sur les flancs extérieurs, et renforcées sur les flancs intérieurs pour rendre plus confortable la montée à cheval. Très appréciées des cavaliers, qui peuvent enfin monter plus facilement à cheval et donner des directives plus précises, que lorsqu’ils souffraient des frottements.",,Boutique des objets communs,,200,0
241,,21,347,348,,,,,,1,,,,Bottes en cuir de requin,"Hautes bottes au bleu profond ou clair. La semelle extérieure est faite à partir du cuir issu de la nageoire caudale des requins. La semelle intérieure est faite à partir du cuir issu de la nageoire dorsale. Le contrefort est fait en cuir issu des nageoires pelviennes, auxquelles sont cousues des dents de requin assemblées ensemble, de telle sorte qu’elles protègent le tendon d’Achille. La partie supérieure de la botte est faite en cuir issu des nageoires pectorales couvrant ainsi le dos du pied. Une cuissarde, faite en cuir issu de la nageoire anale, montant jusqu’au tibia, est liée au reste de l’ensemble. Enfin, sur la cuissarde et la partie supérieure de la botte sont cousus des motifs en tissu imprégné de lumière, rappelant des scènes de chasses des requins. Pour tenir le tout au pied, une boucle faite en Rysine est attachée à deux lanières pour serrer.",,Boutique des objets communs,,250,0
