id,bonus1_id,bonus2_id,bonus3_id,bonus4_id,effect1_id,effect2_id,malus1_id,malus2_id,malus3_id,name,isunique,description,bought,used,type,support ,support_2,support_3
58,6,14,70,171,NULL,NULL,23,13,169,Bois Mengish,0,"Alliage favorisé pour les arcs, il s’adapte néanmoins aux arbalètes et autres armes de bois nécessitant une forte tension. Fait d’un assemblage complexe de tendons issus d’animaux sauvages et de bois de Mélèze, les composants sont traités une première fois dans de la cire, puis séchés, durcis et martelés pour en tirer de très fines fibres. Celles-ci sont ensuite roulées dans de la poudre de cobalt, avant d’être plongées dans de la colle chauffée et d’être compactées en une pâte dont on peut enduire l’arme. Une fois renforcé par cet alliage, le bois de l’arme obtient une iridescence bleutée et l’arme peut emmagasiner une puissance de tir remarquable, ainsi qu’une résistance accrue pour la magie, avec une nouvelle portée de 400 mètres. Toutefois, il est nécessaire d’avoir la force appropriée pour pouvoir la manier.",0,0,Essence de bois & laque,Armes de trait,,
59,29,70,171,60,NULL,NULL,23,169,170,Alliage Antor,0,"Savant alliage d’acier et de bois de Mélèze pour la majeure partie, il se compose d’autres éléments selon les parties de l’arme. Ainsi du thorium se retrouve gravé sur les demi-cercles dans l’arc de tension et du laiton s’utilise pour les mécanismes ou les bagues d’accroche de la corde. De fines lamelles en bois d’If sont ajoutées sur les zones de grande tension pour plus de support. Dans l’ensemble, l’alliage offre un bon compromis entre le poids ajouté à l’arme et la puissance de son tir : une flèche peut atteindre une vitesse de 300 kilomètres/heure et perforer de loin une armure de plaques. La force dans la tension, ainsi que la maniabilité du mécanisme, selon l’arme sur laquelle l’alliage est appliqué, nécessitent toutes deux une certaine maîtrise.",0,0,Essence de bois & laque,Armes de trait,,
60,16,66,NULL,NULL,123,NULL,NULL,NULL,NULL,Bois des marais maudit,0,"Cette essence de bois est très particulière et s’obtient après un processus complexe et particulièrement cruel. Le bois utilisé provient de l’excroissance de la colonne dorsale des Ent vivant dans le marécage d’Athvamys. Toutefois, avant de le récolter, l’animal doit être tué, et pas de n’importe quelle manière. Il est tué à l’aide d’un feu follet qui doit aspirer entièrement la vie de l’Ent. Une fois le lézard décédé, le bois est prélevé et travaillé. Après quoi, le feu follet utilisé est également tué, afin d’imprégner le bois de son pouvoir et de la vie dont il avait été privé. Lors de cette opération, des veinules bleutées apparaissent sur la surface du bois et il en émane une aura bien lugubre.",0,0,Essence de bois & laque,Armes,,
61,57,22,NULL,NULL,78,93,NULL,NULL,NULL,Incrustation : Sceau de l’anonyme,0,"Un sceau constitué d’un morceau d’ivoire noir sculpté selon une très ancienne prière vampirique à une figure folklorique appelée l’Anonyme. Cette prière est entièrement faite dans un mélange d’elfique antique et de commun, le rituel entier formant un rond s’étrécissant sur lui-même vers l’intérieur. Une sculpture en os blanchi s’emboîte dans la sculpture en ivoire, pour la compléter. L’ensemble est placé sur un objet et lié à celui-ci par des rivets délicats constitués de cristaux de magie taillés. Une fine laque de pierres des esprits est appliquée sur la face visible de l’incrustation afin de la protéger et de compléter son pouvoir.",0,0,Essence de bois & laque,Tout objet,,
62,18,22,31,NULL,NULL,NULL,NULL,NULL,NULL,Obsidium,0,"Précision : pour Arme contondante, Arme d’hast
Travail du bois d’ébène avec de l’obsidienne. De couleur sombre, le bois est trempé dans une eau infusée de magie et d’obsidiennes concassées en poudres et petites échardes. Une fois séché, poncé et protégé d’une laque, l’ébène obtient de sombres veinules luisantes. L’alliage nécessite une grande portion de bois pour faire effet, mais cela lui octroie une facilité dans le maniement de la magie.",0,0,Essence de bois & laque,Toute arme sauf armes de traits,,
63,40,22,NULL,NULL,125,127,NULL,NULL,NULL,Käducë,0,"Précision : pour tout objet pouvant toucher le sol
Alliage constitué d’un mélange de bois d’if renforcé d’arabesques d’argent formant comme deux serpents entrelacés. De couleur claire, le bois est trempé dans une eau infusée de magie et de pierres d’opale concassées en poudres parsemés tout le long du bois juste après son trempage. Une fois séché, poncé et protégé d’une laque, l’if obtient des veinules plus lumineuses soutenant les serpents d’argent.",0,0,Essence de bois & laque,Tout objet,,
64,53,NULL,NULL,NULL,98,133,56,47,NULL,Rabar,0,"Alliage tiré d’une substance translucide extraite d’arbres et de champignons, il est infusé par de nombreux pigments minéraux pour obtenir des couleurs vibrantes, parfois même irisées ou nacrées. Associé au bois ou à l’os des accessoires, il permet de créer de magnifiques motifs et de figer certains éléments (éclats d’ossements, plumes, fleurs) dans les sections laissées transparentes. Purement dédié à attirer l’attention des Esprits-Liés, l’alliage possède des propriétés phosphorescentes qui n’enlèvent rien à sa beauté même dans l’obscurité.",0,0,Essence de bois & laque,Tout objet sauf arme,,
65,6,18,8,NULL,NULL,NULL,NULL,NULL,NULL,Nymiastal,0,"Il s’agit d’un alliage très difficile à réaliser, prenant de longues heures de travail et confectionné avec des matériaux provenant de créatures rares. Sa création nécessite l’utilisation de fourrure de Fenrisúlf, de la peau de ver des glaces et du cuir de rhinocéros laineux. Il sera ensuite recouvert d’un vernis spécial destiné à renforcer sa résistance. Généralement réservé aux Aaleeshaans et aux Graärh les plus valeureux, l’alliage est teint et orné de splendides motifs tribaux et typiquement Graärh. Cet alliage offre une très grande résistance, car il est quasiment impossible à percer. Sa légèreté permet de ne pas gêner les mouvements.",0,0,Tissu & cuir,Armures,,
66,18,33,6,NULL,NULL,NULL,NULL,NULL,NULL,Chitine des glaces,0,"On place des morceaux de chitine de vers des glaces sur des lamelles de cuir, auxquelles ils sont rivés par des clous faits d’orhium. Ces lamelles sont ensuite elles-mêmes fixées sur une armure. Les morceaux de chitine sont poncés et parfois vernis et ils peuvent être teints ou non selon la volonté du porteur. On place dans tous les cas les plaques de façon à ce qu’elles ne crissent pas les unes contre les autres, ce qui risquerait de les abimer.",0,0,Tissu & cuir,Armures,,
67,22,NULL,NULL,NULL,117,NULL,54,NULL,NULL,Tisse-miroir,0,"Tissé à partir de soie, de lin ou de coton, ainsi que de fibres minérales, souvent de l'argent, qui sont alors imbibées d'extraits de cristaux élémentaires. Ces fibres sont si délicates qu'elles ne provoquent aucun inconfort à celui qui porte la pièce ainsi créée. Il faut du temps pour parvenir à créer un tisse-miroir fonctionnel, mais le soin que l'on met à le tisser compense largement.",0,0,Tissu & cuir,Armures,Vêtements,
68,18,NULL,NULL,NULL,96,97,54,56,NULL,Bestias,0,"Cuir à l’esthétique désastreuse, fabriqué à partir de cuir végétal prélevé sur des tendriculaires et de chitine prélevée sur des mille-pattes géants du marais de Néthéril. Le tout est traité à l’aide d’un cirage fait de bile de vaseux. De facture pirate, créé afin de mieux contrer le faune hostile du marais, son objectif n’est ni la beauté, ni la discrétion, mais de réduire au maximum les morts résultant d’attaque de créatures.",0,0,Tissu & cuir,Armures,Vêtements,
69,18,6,NULL,NULL,145,84,NULL,NULL,NULL,Étoffe de voracité,0,"La fibre de cette étoffe est tressée magiquement dans un laboratoire conjoint entre forge-arcane et alchimie. Elle est constituée d’une fibre végétale récoltée dans les marais d’Athvamy et d’une fibre constituée de peau humaine traitée avec une solution d’artefacts de dragons. A la fin de chaque brin de fibre, on traite avec une laque de gemmes de sang et ont laisse sécher. Lorsque l’étoffe est complétée, elle repose dans une solution alchimique nourricière, changée toutes les semaines pendant un mois, avant d’être séchée. Elle prend une teinte noire, rouille ou proche. Les finitions des pans de cette étoffe sont faites à partir de poils de Graärh ou de smilodon. Lorsqu’un acheteur décide d’acquérir un objet constitué de cette étoffe, le fabricant ajoute alors un carré de peau de l’acheteur, cousu au centre de l’objet, qui est alors fusionné et rattaché à la chair dont la fibre est constituée. Il arrive alors qu’elle prenne des spécificités dermiques de l’acheteur, mais ce n’est pas obligatoire.",0,0,Tissu & cuir,Armures,Vêtements,
70,16,6,NULL,NULL,158,NULL,54,NULL,NULL,Asveekrt - le Rejeté,0,"Le cuir est tout d’abord préparé avec un traitement d’huile enrichissante et sacrée, constituée de plantes et d’une fine poudre de pierres des esprits. Sur la surface est ensuite cousue le scalpe d’un humain tué par la tribu, en utilisant un fil en ivoire de narval créé sur mesure par un spirite du scarabée. Chaque point de couture porte une minuscule bille de bois de licorok qui a été trempée dans une rune fondue. Lorsque la couture du scalpe est effectuée, on place l’ensemble dans une pièce fermée afin de laisser sécher et durcir, puis on traite le scalpe avec un seconde solution afin d’empêcher la détérioration. L’ultime étape est une gravure de prière aux Esprit-Liés sur le cuir ainsi perfectionné, pour charger l’objet de puissance.",0,0,Tissu & cuir,Armures,Vêtements,
71,16,6,NULL,NULL,148,NULL,54,NULL,NULL,Shaapit - le Damné,0,"Le cuir est tout d’abord préparé avec un traitement d’huile enrichissante et sacrée, constituée de plantes et d’une fine poudre de pierres des esprits. Sur la surface est ensuite cousue le scalpe d’un elfe tué par la tribu, en utilisant un fil en ivoire de baleine créé sur mesure par un spirite du scarabée. Chaque point de couture porte une minuscule bille d'ambre qui a été trempée dans un cristal élémentaire fondu. Lorsque la couture du scalpe est effectuée, on place l’ensemble dans une pièce fermée afin de laisser sécher et durcir, puis on traite le scalpe avec un seconde solution afin d’empêcher la détérioration. L’ultime étape est une gravure de prière aux Esprit-Liés sur le cuir ainsi perfectionné, pour charger l’objet de puissance.",0,0,Tissu & cuir,Armures,Vêtements,
72,16,6,NULL,NULL,160,NULL,54,NULL,NULL,Shapath - le Serment,0,"Le cuir est tout d’abord préparé avec un traitement d’huile enrichissante et sacrée, constituée de plantes et d’une fine poudre de pierres des esprits. Sur la surface est ensuite cousue le scalpe d’un vampire tué par la tribu, en utilisant un fil en ivoire d'hippopotame créé sur mesure par un spirite du scarabée. Chaque point de couture porte une minuscule perle qui a été trempée dans une gemme de sang fondue. Lorsque la couture du scalpe est effectuée, on place l’ensemble dans une pièce fermée afin de laisser sécher et durcir, puis on traite le scalpe avec un seconde solution afin d’empêcher la détérioration. L’ultime étape est une gravure de prière aux Esprit-Liés sur le cuir ainsi perfectionné, pour charger l’objet de puissance.",0,0,Tissu & cuir,Armures,Vêtements,
73,8,NULL,NULL,NULL,136,74,19,NULL,NULL,Nocturne,0,"Étoffe mêlant du tissu imprégné d’ombre et du tissu imprégné de lumière, ainsi que, à ce qu’il paraît, de la fourrure de Graärh. Tissage complexe, car il demande de filer en harmonie deux types de tissus contraires, afin d’en obtenir le meilleur effet. Peu réputée pour sa solidité, cette étoffe compose cependant la majorité des uniformes des voleurs et assassins de la Confrérie des pirates.",0,0,Tissu & cuir,Armures,Vêtements,
74,5,NULL,NULL,NULL,76,NULL,56,NULL,NULL,Sitaarcite,0,"Un alliage d'écailles de Sitaara, cousues fermement entre elles par des poils de rhinocéros laineux. L'ensemble demande beaucoup de ressources et de temps. Exposé une journée en plein soleil, cet alliage argenté permet par la suite aux Graärh de nager sous les eaux glaciales de Nyn-Tiamat sans souffrir du froid.",0,0,Tissu & cuir,Vêtements,,
75,18,NULL,NULL,NULL,113,NULL,NULL,NULL,NULL,Tissu d'hypocondrie,0,"Plébiscité par les escrocs, le tissu d'hypocondrie est à l'origine une invention du monde du spectacle. Pour les besoins de chorégraphies de combats, les comédiens l'utilisaient pour accentuer le réalisme des prestations. Ainsi, leurs vêtements étaient tissés et renforcés avec des fibres naturelles et de métaux, souvent du cuivre ou du zinc, qu'on imbibait dans de l'huile d'argan. Cette huile, créée par sérendipité par le guérisseur Argan de Maurose alors qu'il cherchait la recette d'un cataplasme pour colmater des hémorragies, possédait en effet l'étrange faculté d'être parfaitement incolore une fois sèche, et de produire une impressionnante quantité de liquide rougeâtre semblable à du sang une fois entaillée. De nos jours, le procédé s'est répandu un peu partout, toujours dans le monde du spectacle, mais aussi chez les bourgeois, la noblesse, les scélérats et même les guerriers. A noter que l’huile est végane, étant composée intégralement de produits végétaux.",0,0,Tissu & cuir,Vêtements,,
76,6,18,NULL,NULL,153,156,NULL,NULL,NULL,La doublure,0,"Précision : Vêtement (pouvant avoir des poches)
Le travail est toujours délicat, lorsqu'on veut une bonne doublure à ses vêtements. Celle-ci est particulièrement soignée. D'une teinte accordée avec le vêtement, elle peut être ténébreuse ou iridescente, sobre ou flamboyante, mais elle est toujours faire à partir d'un coton de soie, fin et résistant, dans lequel on a incrusté des runes concassées. Cousue avec soin, elle dispose d'une poche intérieure très appréciée des voleurs ou de ceux qui aiment garder certains objets près d'eux.",0,0,Tissu & cuir,Vêtements,,
77,6,53,NULL,NULL,114,NULL,NULL,NULL,NULL,Voile de l'éveillé,0,"Tissu très léger et transparent fait de fils de soie affinés pour donner, au toucher, la sensation de la caresse de l'eau. Le tissage ne peut être fait qu'à la main et demande près d'un mois de fabrication assidue, ce qui le rend particulièrement rare. Le teindre est tout aussi délicat et demande une dextérité rarement trouvée. Le voile est ensuite enchanté pour me pas se déchirer aisément et le préserver dans le temps.",0,0,Tissu & cuir,Vêtements,,
78,33,6,NULL,NULL,102,NULL,NULL,NULL,NULL,Peau lainée,0,"Alliage non magique. Cuir de mouton ou d'agneau dont on a conservé la partie pileuse comme fourrure – doublure. La face intérieure naturelle est proposée à l'extérieur. Soyeuse et moelleuse, c'est une parure chaude dont on double les habits d'hivers, les capes, les manteaux et les bottes. Le tissu est parfumé aux graines de lavande qu'on remplace une fois par an, pour chasser l'odeur de bouc fort peu élégante.",0,0,Tissu & cuir,Vêtements,,
79,6,18,NULL,NULL,89,95,NULL,NULL,NULL,Le Poing de l’Empereur,0,"Précision : pour Gants principalement
Il est dit que cet alliage est de la fabrication des forgerons séléniens les plus forts, ceux qui sont choisis pour armer la garde rapprochée de la Couronne. La légende veut qu’ils battent des plaques de vif-argent à mains nues, avant de les travailler pour le fixer à des gants. Cette technique, créée il y a fort longtemps, porte le nom de “Poing de l’Empereur”, en hommage à une légende sélénienne voulant qu’un jour, un empereur agacé par une situation au sein de sa Cour, aurait fait taire un conflit d’un seul coup de poing sur une table. Depuis, la légende a pris vie dans de nombreuses histoires, et surtout dans certaines unités de la garde rapprochée de la Couronne, spécialisée dans le combat à mains nues.",0,0,Tissu & cuir,Vêtements,,
80,48,51,NULL,NULL,138,NULL,3,NULL,NULL,Tannage avancé,0,"Précision : Tout objet (Vêtements, Bottes, Accessoires surtout)
Alliage non magique. Il s'agit d'une méthode de finition qui assouplit la peau et lui confère un aspect finement texturé ou veiné. Il est obtenu en battant et brassant les peaux dans tous les sens dans un foulon (moulin hydraulique aménagé). Des lors, ce cuir n'est fabriqué que dans un seul atelier, à Calastin, là où l'eau quitte le lac d’Émeraude pour aller se jeter dans l'océan. Cette réalisation plus mécanique rend le cuir bien plus malléable et confortable, bien qu'il soit déconseillé de l'utiliser pour une armure solide. On le retrouve principalement entre les mains de cordonniers pour la réalisation de chausses, bottes, sacs et ceintures.",0,0,Tissu & cuir,Tout objet,,
81,12,55,NULL,NULL,162,98,3,NULL,NULL,Habit du dévot,0,"Tissu d'une simplicité déconcertante, souvent noir ou brun, très épuré dans la coupe et sans aucun fioriture. C'est un tissu obtenu avec beaucoup d'humilité, se détachant des apparats dorés de la Cour, qu'on revêt souvent lorsqu'on mène une vie pieuse et dévouée aux Esprits-Liés, aux Dieux, ou à toute entité de foi.",0,0,Tissu & cuir,Vêtements,,
82,18,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tisse-acier,0,"Étoffe produite par traitement d'une fibre naturelle, comme la laine ou la soie, et combinée au traitement du mithril pour rendre le tissu aussi résistant qu'une armure de guerrier. On ne peut pas teindre cette matière, mais on peut en revanche la styliser. Elle demande beaucoup de temps pour être construite, car il faut un chevalet de tisserand pour la travailler et il faut nouer chaque fibre de chaque boucle avec beaucoup d’attention.",0,0,Tissu & cuir,Tout objet,,
83,NULL,NULL,NULL,NULL,132,NULL,NULL,NULL,NULL,CendreLune,0,"Constitué de fibres végétales venues de Keet-Tiamat, trempées dans une boue mêlée de cendres de Tiamat, l'alliage offre un tissu un peu rêche, d'un gris très pâle, brillant. Il aurait notamment la propriété de se resserrer subtilement en présence d'une personne qui masque ses émotions.",0,0,Tissu & cuir,Tout objet,,
84,22,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tissu/Cuir magique,0,"Le tissu ou le cuir est baigné dans la sève d’arbres infusés en énergie pendant deux à six jours, puis est recouvert par de la poudre provenant d'artéfacts de dragons, avant qu’on n’en frotte énergiquement la surface afin de faire s’imprégner la poudre. Lorsque le processus est complet, on laisse sécher la pièce dans un lieu clos et en général infusé de magie (par l’utilisation de cristaux de magie par exemple).",0,0,Tissu & cuir,Tout objet,,
85,22,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,Voile arachnéen,0,"Toile d’une araignée spécifique qui a été imbibée d’une solution magique, avant d’être tissée et entrelacée de magie pure. Le tissu, une fois terminé, possède une couleur pâle et dégage une aura singulière, qui pulse doucement, assombrissant la surface de la fabrication. Il faut environ un mois pour le confectionner et la pureté de son traitement peut se vérifier à l’ombre qu’il dégage.",0,0,Tissu & cuir,Tout objet,,
86,8,18,55,NULL,NULL,NULL,NULL,NULL,NULL,Passe-ombres,0,"Le tissu ou le cuir est placé dans un bac spécifiquement glyphé et dans lequel on verse une eau saturée en argent sombre, en cristaux de magie et en orichalque. On laisse la pièce s’imbiber de cette essence, puis on la sèche une première fois. Ensuite, on effectue une couture au travers des mailles originelles, grâce à la magie, pour avoir une double épaisseur imbriquée. Le fil utilisé est un raffinement très délicat de fibres de mithril. La pièce terminée aura l’apparence du verre, reflétant l’environnement extérieur.",0,0,Tissu & cuir,Tout objet,,
87,8,NULL,NULL,NULL,152,NULL,56,NULL,NULL,Voile de passion,0,"Tissu fabriqué à partir de corolles de fleurs, de fibres végétales et de fils d’orichalque gardés dans une fusion froide par magie. Très dur à constituer, il faut à un artisan elfique deux mois pour en produire un seul exemplaire complet. Lorsqu’il est achevé, il ressemble à de la soie et dispose de superbes couleurs et d’une très grande douceur. C’est néanmoins le parfum qui s’en dégage qui est son plus grand atout.",0,0,Tissu & cuir,Tout objet,,
88,8,16,NULL,NULL,139,NULL,NULL,NULL,NULL,Voiles d’Amalthès,0,"Alliage en tissu fait à partir de soie de qualité et de tissu minéral de saphir et d'or mêlés pour concevoir de splendides motifs selon les désirs de celui faisant renforcer son vêtement par ce tissu. On le fabrique sur un chevalet magique, afin de ne pas gâter les matériaux et il faut en général plus d’un mois pour obtenir la pièce terminée.",0,0,Tissu & cuir,Tout objet,,
89,168,8,NULL,NULL,164,112,NULL,NULL,NULL,Blason du Triumvirat,0,"Broderie délicate réalisée à la main, à partir de fils de soie d'araignée renforcés par une laque d’Ilith, que l’on applique sur chaque fibre par très fines lamelles avec un pinceau de la taille d’une aiguille. Une fois la broderie effectuée, on vient graver à même les fibres une série de runes magiques, invisibles à l’oeil nu, effectuées par un sort. Lorsque ces runes sont terminées, on repasse une couche de lustre constituée de fluide d’araignée, de sécrétion de corail, ainsi que d’or et de poudre de cornaline. Le résultat est une broderie de couleur vive pleine de nuances. Elle peut cependant également être laissée blanche selon la volonté de l’acheteur.",0,0,Tissu & cuir,Tout objet,,
90,18,NULL,NULL,NULL,105,100,NULL,NULL,NULL,Voiles d’Océan,0,"Alliage en tissu fait à partir de fibres marines et de fibres d’arbres de Néthéril, associées à de minuscules écailles de Sitaara. Il dispose d’un lustre bleu-blanc très agréable à l’œil et ondoie fluidement. Sa luminosité le rend très apprécié des nouvelles générations. Au toucher, il est toujours frais et semble à la fois très délicat et très résistant.",0,0,Tissu & cuir,Tout objet,,
91,22,NULL,NULL,NULL,118,151,NULL,NULL,NULL,Vertu immaculée,0,"Tissu créé sur un chevalet magique. On lie des filins d’énergie infusés de l’essence Feu primordiale à de l’orichalque et de la nacre transformés en fibres par magie. Chaque noeud du tissu demande plus d’une semaine de travail. Lorsqu’il est achevé, il confère une aura de pureté au vêtement qui semblera immaculé et doucement lumineux par nature.",0,0,Tissu & cuir,Tout objet,,
92,22,16,NULL,NULL,94,81,19,NULL,NULL,Aura dorée,0,"Un tissu au tissage extrêmement fin, extrêmement long à créer, d'une grande délicatesse. Il mélange de l'or végétal et de l'or véritable à des filages elfiques, ainsi qu’à une dose minime d'ambre. Le résultat est d’une magnificence chatoyante et irisée, ondoyante comme une lueur de soleil ou de feu. On tisse de la magie entre chaque maille et parfois on grave même des enchantements sur les fils.",0,0,Tissu & cuir,Tout objet,,
93,57,18,168,NULL,147,NULL,NULL,NULL,NULL,Parure d’Oeos,0,"Ornement appliqué sur une surface en cuir, il s’agit d’une broderie constituée de lacets de cuirs formant l’image d’une créature fantasmagorique dont les yeux immenses prennent le centre de l’ouvrage. Sur chaque lacet sont passés des perles d’os et d’ivoire noir qui ont été sculptées pour former une fresque continue sur toute la surface de la figure ainsi constituée. Ces perles sont trempées dans une solution magique spécifique, et infusées avec la puissance d’artefacts de dragons et de gemmes de sang. Au milieu de chaque lacet est placé un croc de smilodon ou de requin, portant un glyphe unique, repris sur chaque autre croc.",0,0,Tissu & cuir,Tout objet,,
94,1,22,NULL,NULL,116,122,NULL,NULL,NULL,Tyrs alliés,0,"Tissé à partir de soie et de fibres d’argent imbibées d'extraits de gemmes de sang, ainsi que de fines lamelles de cuir d’Hippocampe entrelacées en un savant tissage serré. Cet alliage offre un tissu qui s’adapte parfaitement à la silhouette du porteur et ne provoque aucun inconfort. Il présente une couleur pouvant aller du bleu sombre au vert profond, ou au rouge sang, et de discrets reflets sous le rayon lunaire.",0,0,Tissu & cuir,Tout objet,,
95,6,53,27,NULL,NULL,NULL,NULL,NULL,NULL,Vernis aquatique,0,"De minuscules écailles de poissons sont méticuleusement disposées sur le bois, de sorte à reproduire le derme de l’animal et à offrir une meilleure pénétration dans l’eau. Un vernis produit à partir d’algues et de nacre d’huîtres rend la coque imperméable, en plus de maintenir en place le délicat motif d’écailles. A sec, le vernis prend des reflets irisés captivants.",0,0,Alliage pour navire,Coque,,
96,16,6,2,NULL,120,NULL,NULL,NULL,NULL,Coque Caladonienne,0,"Depuis l’arrivée sur Tiamaranta, la navigation a connu un grand essor. De nombreux artisans, dans chaque faction, se sont attelés à améliorer les bâtiments, et les navires marchands de Caladon ont fait le choix de renforcer leur coque pour absorber le plus de dégâts possible face aux assauts pirates. Les matériaux favorisés sont de l’essence de Doussié et de Merbau. La coque est d’ailleurs exquisement gravée d’écailles de dragons à son niveau de flottaison pour y infuser l’effet magique.",0,0,Alliage pour navire,Coque,,
97,16,175,NULL,NULL,101,NULL,NULL,NULL,NULL,Lasure éthérée,0,Il s'agit d'une lasure qu'on applique sur les coques des navires pour en améliorer la durabilité mais pas seulement. Elle est particulièrement rare puisqu'on y incorpore de la poudre d'artefact de dragon et de cristaux de magie pour enchanter le vaisseau.,0,0,Alliage pour navire,Coque,,
98,176,50,NULL,NULL,165,124,NULL,NULL,NULL,Coque solaire,0,"L’extérieur de la coque est protégé par une armure dorée faite sur mesure, constituée de mithril teint et veinée d’or véritable. Pour constituer cette armure, il faut fondre le métal dans une forge arcane sur mesure et imbibée d’essence de cristaux de magie. Une fois le métal dans le moule, on le trempe en trois fois avec l’aide de la magie de l’eau, puis une fois avec de la glace des sommets de Nyn-Tiamat. Une fois que l’armure est prête, on en renforce l’armature intérieure avec de l’orichalque et de l’ivoire marin. Enfin, on grave sur l’intérieur des glyphes de puissance magique avant de souder et riveter le tout sur la coque en bois du navire. Toute la coque doit être ensuite imbibée d’essence de cristaux de magie avant d’être traitée avec une laque spécifique usant d’artefacts de dragon et d’opales de feu.",0,0,Alliage pour navire,Coque,,
99,4,58,NULL,NULL,92,87,NULL,NULL,NULL,Océamorphe,0,"Si à l’origine le bois compose cet alliage, il est difficile de le distinguer de ses autres composants : peaux et cartilages de divers poissons et de diverses espèces maritimes, alliés aux ombrelles et mésoglées de centaines de Méduse Ïla, s’incrustent dans ce bois d’orme sombre en un savant amalgame forgé par des maitres arcanes. La coque ainsi forgée prend alors un aspect lisse, d’une harmonieuse couleur noire à grise irisée de bleu et de vert selon les jeux des vagues, et votre main glisse dessus sans accroc, telle une caresse sur la peau d’un énorme cétacé. Par moment vous pouvez même avoir l’impression de voir la coque frétiller sous vos doigts, ondulant tels les tentacules des méduses.",0,0,Alliage pour navire,Coque,,
100,11,26,NULL,NULL,150,130,NULL,NULL,NULL,Vaisseau d’ongles,0,"La coque est entièrement recomposée d’ongles des hommes et chimères morts lors de la bataille de l’Armada. Les alchimistes pirates ont récupéré la kératine et ont consolidé tous les morceaux dans des creusets de forge-arcane spécifiquement construits à cet effet, ils les ont ensuite bardés de glyphes et imprégnés de gemmes de sang. Ont été appliqués des fragments de bois le long des points de tensions du navire, puis l’ensemble d’ongles a été traité avec une laque spécifique aux multiples ingrédients, dont la plupart proviennent du marécage d’Athvamys et des côtés du Putride.",0,0,Alliage pour navire,Coque,,
101,177,12,NULL,NULL,146,129,178,NULL,NULL,Nereïade,0,"Voiles constituées d’un alliage constitué de cuir de peau et d’écailles de néréides. Outre son caractère rare et très prisé, cet alliage se révèle plus résistant que des voiles tissées, la voile ne se déformant pas malgré le temps, tout en étant plus légère. Seuls les pirates ont réussi le prodige de parvenir à tuer suffisamment de néréïdes pour fabriquer de telles voiles.",0,0,Alliage pour navire,Voiles,,
102,35,59,60,NULL,79,82,NULL,NULL,NULL,Lulelueur,0,"Voile originaire d’Athgalan faite à partir de ce que le marécage d’Athvamys a à offrir. La fabrication de ce type de voile est longue, coûteuse et surtout dangereuse en raison des matériaux demandés. En effet, l’intégralité de la voile est faite à partir d’ailes de Guide-Malheureux, cousues ensemble à l’aide de fils imprégnés de lumière, chaque aile étant baignée dans une solution obtenue à partir de venin de la même créature et de mucus de Prakash.",0,0,Alliage pour navire,Voiles,,
103,2,70,62,64,NULL,NULL,NULL,NULL,NULL,Proue Délimarienne,0,"Depuis l’arrivée sur Tiamaranta, la navigation a connu un grand essor. De nombreux artisans, dans chaque faction, se sont attelés à améliorer les bâtiments, et à Delimar c’est même devenu une source de fierté. Avec pour objectif de renforcer leur flotte armée pour faire face à Sélénia, mais surtout aux pirates, Delimar a développé une essence à base de Tatajuba et de Séquoia pour renforcer la proue de leurs navires lors des éperonnages. Pour les canons, une laque renforcée d’argent-sombre permet une cadence de tir plus soutenue.",0,0,Alliage pour navire,Poupe & Proue,,
104,18,46,NULL,NULL,85,NULL,NULL,NULL,NULL,Poupe vampirique,0,"Depuis l’arrivée sur Tiamaranta, la navigation a connu un grand essor. De nombreux artisans, dans chaque faction, se sont attelés à améliorer les bâtiments, et dans les Clans vampiriques, les navires ont surpris tout le monde en inventant d’eux-mêmes quelque chose : une essence capable de décupler les particularités magiques de leur poupe. Du Niangon et du Pin sont utilisés dans le processus avec des particules de Palladium.",0,0,Alliage pour navire,Poupe & Proue,,
105,9,60,27,NULL,NULL,NULL,NULL,NULL,NULL,Gouvernail Sélénien,0,"Depuis l’arrivée sur Tiamaranta, la navigation a connu un grand essor. De nombreux artisans, dans chaque faction, se sont attelés à améliorer les bâtiments, et dans le Royaume Sélénien les navires possèdent les meilleurs gouvernails. Ils offrent un plus grand confort à la barre et une meilleure vitesse, ainsi qu’une maniabilité facilitée pour le plus grand plaisir des capitaines. Les matériaux favorisés sont de l’essence de Moabi avec une laque de mithril.",0,0,Alliage pour navire,Autres parties du navire,,
106,70,62,179,NULL,NULL,NULL,NULL,NULL,NULL,Armes d’Athgalan,0,"Depuis l’arrivée sur Tiamaranta, la navigation a connu un essor important. De nombreux artisans se sont dès lors attelés à améliorer les bâtiments, que cela soit pour le commerce, le transport, la guerre ou la piraterie. Chaque royaume semble s’être spécialisé dans un élément composant les navires. Grâce au soutien de la Confrérie, certains artisans d’Athgalan ont été en mesure d’innover, conduisant à un renforcement de l’armement par un alliage de vif-acier et d’adamantine.",0,0,Alliage pour navire,Autres parties du navire,,
